,Age,Gender,Location,Subscription_Length_Months,Monthly_Bill,Total_Usage_GB,Churn
54882,68,Male,Miami,4,51.91,379,0
54887,65,Male,Chicago,8,44.12,487,1
54913,66,Male,Miami,3,91.17,445,1
54924,66,Male,Los Angeles,24,89.36,285,1
54933,65,Female,Los Angeles,23,60.58,437,1
54943,65,Male,Chicago,22,31.47,322,0
54945,67,Male,Miami,13,54.0,273,0
54957,66,Female,Miami,6,76.04,277,0
54962,69,Male,Miami,12,79.77,258,1
54966,67,Male,Los Angeles,24,75.73,267,1
54980,69,Female,Houston,13,59.34,231,0
54993,68,Male,Chicago,21,35.8,56,1
55018,66,Male,New York,2,31.45,364,0
55024,70,Male,Houston,12,51.17,123,1
55027,68,Male,New York,1,63.15,141,1
55030,65,Female,Houston,3,85.07,199,1
55039,65,Female,New York,13,97.62,477,0
55052,66,Male,Los Angeles,17,59.74,478,0
55055,67,Female,New York,13,79.95,416,1
55065,66,Male,Los Angeles,1,85.04,227,0
55066,65,Female,Los Angeles,7,97.19,311,1
55069,65,Female,New York,7,62.7,182,0
55070,67,Female,Los Angeles,5,68.86,491,1
55093,65,Female,Houston,3,45.89,83,1
55096,65,Female,Chicago,7,83.3,284,0
55115,69,Male,Los Angeles,10,85.96,274,1
55123,69,Female,Miami,15,58.55,137,1
55133,70,Female,Houston,1,44.89,126,0
55136,70,Male,Houston,17,68.51,340,1
55142,65,Male,New York,14,92.76,184,1
55143,66,Female,Houston,22,54.49,186,1
55150,69,Male,Houston,6,77.85,344,1
55161,70,Male,Los Angeles,16,72.91,67,1
55163,67,Male,Chicago,8,62.88,305,0
55173,68,Female,Miami,14,74.39,274,0
55177,69,Female,New York,1,76.73,250,0
55181,67,Female,New York,18,72.24,193,0
55191,67,Female,Los Angeles,11,79.17,313,1
55194,65,Female,Chicago,7,73.92,330,1
55205,70,Female,Los Angeles,7,58.84,68,0
55213,70,Female,New York,3,44.9,88,1
55224,68,Male,Chicago,1,36.18,161,0
55226,67,Male,New York,17,84.51,277,0
55228,70,Male,Miami,7,32.88,418,1
55236,65,Female,New York,15,62.58,205,1
55239,70,Male,Miami,16,65.5,374,0
55246,70,Female,Houston,9,49.45,149,1
55249,68,Female,Chicago,15,82.12,420,0
55260,67,Male,New York,9,75.12,184,0
55264,69,Female,Houston,24,71.81,402,0
55288,69,Male,Chicago,17,75.78,332,0
55289,65,Female,Miami,15,52.65,291,1
55291,67,Male,Chicago,21,57.46,99,0
55292,67,Male,New York,20,49.17,276,0
55294,66,Female,Miami,12,92.49,488,1
55313,66,Female,Miami,23,51.34,180,1
55318,69,Female,Miami,24,72.15,490,0
55321,70,Male,Miami,5,67.45,494,1
55352,70,Male,Miami,19,90.34,346,0
55389,65,Male,Houston,5,49.99,110,0
55390,69,Male,Miami,4,32.96,482,0
55392,70,Male,Los Angeles,21,99.8,348,1
55403,67,Male,New York,7,79.56,307,1
55424,70,Female,Los Angeles,20,50.03,245,0
55437,65,Female,New York,13,67.26,452,0
55446,67,Female,Chicago,19,88.1,283,1
55451,69,Female,Chicago,13,77.27,479,0
55453,68,Female,Miami,13,38.63,190,0
55460,65,Male,Miami,18,50.6,122,1
55505,70,Male,Miami,10,37.05,250,1
55506,65,Male,Miami,3,60.28,77,1
55507,66,Female,New York,21,59.13,249,0
55511,65,Female,New York,17,90.97,491,1
55517,69,Female,Miami,19,63.3,71,0
55558,66,Female,Miami,2,74.15,92,0
55572,70,Male,Miami,7,64.76,449,0
55579,70,Female,Los Angeles,1,84.63,104,1
55582,67,Female,Chicago,13,84.78,360,1
55587,65,Male,Miami,19,46.17,89,1
55605,68,Female,Chicago,7,57.38,348,1
55607,69,Female,Miami,9,34.11,79,0
55615,69,Male,Los Angeles,18,42.66,360,0
55633,67,Female,Houston,2,42.59,386,0
55637,69,Female,New York,23,89.12,404,1
55648,70,Female,Houston,12,75.06,171,1
55661,66,Female,Los Angeles,20,84.75,402,1
55677,65,Female,Chicago,10,42.99,389,0
55696,69,Female,Chicago,23,69.87,232,1
55697,69,Male,New York,7,35.55,56,0
55702,69,Female,Houston,21,78.85,461,0
55719,69,Female,Los Angeles,15,69.11,479,0
55725,69,Female,Chicago,23,83.88,326,1
55727,68,Male,New York,17,97.29,69,0
55736,69,Female,Chicago,8,32.78,119,0
55748,69,Female,New York,23,43.76,65,0
55755,69,Male,Houston,16,78.11,499,1
55764,67,Female,Houston,16,73.3,361,0
55768,65,Female,Houston,6,33.06,394,1
55771,68,Female,Chicago,7,48.21,99,0
55784,69,Female,Chicago,6,98.98,61,1
55804,66,Male,Chicago,18,97.24,274,0
55807,67,Male,Miami,8,60.65,214,0
55811,68,Male,New York,16,58.97,137,1
55815,65,Male,Houston,5,34.1,253,1
55832,66,Female,Chicago,24,44.55,357,0
55841,66,Male,Los Angeles,13,34.13,270,0
55845,70,Female,Miami,22,62.4,176,1
55867,67,Female,Chicago,4,32.74,174,0
55891,69,Female,New York,8,60.32,481,0
55899,67,Female,Houston,21,96.83,77,0
55901,67,Female,Miami,15,53.45,433,1
55905,65,Female,Houston,19,37.42,350,1
55917,66,Female,Houston,7,30.42,440,1
55923,69,Female,Chicago,1,76.0,382,1
55926,69,Male,Miami,20,48.28,477,0
55941,67,Female,New York,18,75.72,496,0
55955,68,Female,New York,19,59.82,359,1
55957,70,Female,Houston,1,41.59,102,0
55968,65,Male,Houston,9,57.5,284,1
55970,66,Female,Houston,6,91.81,273,0
55975,67,Male,Chicago,18,73.6,377,1
55987,70,Female,Miami,16,51.23,327,0
55998,68,Male,Miami,18,97.82,236,1
56005,70,Female,Los Angeles,21,44.34,242,0
56008,66,Male,New York,19,98.07,284,1
56017,67,Female,New York,22,92.82,50,0
56022,70,Female,Miami,2,90.62,422,0
56036,70,Male,Los Angeles,18,79.32,373,0
56042,69,Female,Chicago,21,38.96,316,1
56062,68,Female,New York,21,39.85,199,0
56073,67,Male,New York,9,86.06,487,1
56081,68,Female,Miami,13,97.38,282,1
56083,66,Female,Los Angeles,23,32.68,208,0
56089,66,Male,Chicago,13,86.3,138,1
56092,65,Male,New York,11,46.74,315,0
56095,70,Female,Los Angeles,5,83.14,267,0
56097,65,Male,Chicago,6,36.37,99,1
56115,68,Male,Houston,19,97.67,334,0
56123,70,Female,New York,2,49.01,114,1
56131,66,Female,Chicago,3,79.34,288,1
56132,70,Female,Chicago,16,32.17,317,1
56148,69,Female,Houston,20,75.5,201,0
56149,68,Male,Chicago,1,83.79,425,0
56151,66,Female,Los Angeles,16,33.29,437,1
56156,68,Male,Chicago,22,76.12,68,1
56163,66,Female,Miami,14,64.29,118,0
56164,65,Male,New York,17,58.18,351,1
56168,65,Female,Los Angeles,14,90.88,321,1
56174,67,Female,Houston,3,75.23,197,1
56196,69,Female,New York,10,30.32,153,1
56205,65,Male,New York,1,54.14,343,1
56231,70,Male,Miami,8,73.76,116,1
56238,68,Male,Chicago,1,91.63,282,1
56249,69,Female,Los Angeles,6,59.24,185,0
56255,68,Male,Los Angeles,11,59.87,162,0
56256,68,Female,New York,13,72.29,306,1
56267,69,Male,Miami,3,96.96,116,0
56277,68,Female,Houston,6,61.97,166,0
56294,66,Male,Miami,24,69.97,331,1
56295,66,Male,Houston,6,53.61,487,1
56309,68,Male,Miami,21,40.15,252,0
56311,70,Male,Houston,10,75.33,272,0
56321,65,Male,Chicago,19,63.53,430,1
56343,70,Male,Miami,10,38.24,151,1
56344,66,Female,Chicago,10,58.51,267,1
56345,69,Male,Miami,24,39.03,140,1
56348,66,Female,Miami,23,45.57,474,0
56354,68,Male,Los Angeles,11,38.81,117,0
56359,66,Female,Miami,6,97.3,308,0
56366,65,Male,Los Angeles,1,48.56,473,0
56372,68,Male,Los Angeles,9,57.48,117,1
56392,67,Male,Los Angeles,2,37.06,199,1
56396,65,Male,Miami,12,72.22,268,1
56397,66,Female,New York,8,67.69,451,1
56428,70,Male,Miami,4,55.24,135,1
56439,66,Male,Los Angeles,11,45.42,122,1
56445,70,Female,Chicago,6,51.07,132,0
56461,67,Male,New York,16,62.02,204,0
56462,65,Female,Miami,17,65.28,194,0
56464,70,Male,Houston,10,82.3,124,0
56488,65,Male,Los Angeles,10,32.9,120,1
56498,70,Female,Los Angeles,3,81.4,346,1
56518,67,Female,Miami,16,35.07,138,0
56539,66,Female,Houston,5,82.46,252,0
56549,68,Male,Houston,3,86.72,412,1
56552,68,Male,Miami,8,72.53,387,1
56557,69,Female,Los Angeles,23,57.0,160,0
56566,69,Female,Houston,8,69.46,212,1
56573,70,Female,Los Angeles,17,85.06,363,0
56577,68,Male,Miami,16,77.64,127,1
56578,70,Male,Los Angeles,6,31.55,95,1
56580,67,Male,Houston,24,99.64,226,1
56583,65,Female,Miami,9,41.04,491,0
56586,66,Male,New York,13,35.11,459,0
56609,70,Male,Houston,5,39.51,399,1
56615,69,Male,Chicago,3,45.55,289,1
56618,68,Female,New York,15,48.37,153,0
56621,65,Female,Chicago,12,69.23,423,0
56630,69,Male,Chicago,2,55.09,395,1
56631,68,Female,New York,13,30.17,475,0
56632,65,Male,Los Angeles,21,46.93,264,0
56648,65,Male,New York,15,41.51,381,0
56671,66,Female,Los Angeles,11,89.57,274,0
56674,70,Female,Chicago,21,52.84,229,1
56681,66,Female,New York,1,64.52,357,1
56705,65,Male,Los Angeles,20,81.49,398,0
56721,67,Female,Miami,14,49.89,382,0
56745,68,Male,Miami,1,73.15,160,0
56749,68,Female,Chicago,23,37.47,201,0
56756,70,Female,Chicago,14,37.06,222,0
56768,68,Male,New York,4,62.0,138,0
56774,68,Male,Chicago,24,70.99,138,1
56777,69,Male,New York,10,58.48,220,1
56782,69,Female,New York,21,45.04,460,0
56786,65,Male,New York,6,72.24,407,0
56790,69,Female,Miami,10,72.73,68,0
56803,70,Female,Miami,15,78.58,344,0
56807,67,Male,Miami,5,36.85,397,1
56808,66,Male,Houston,13,37.74,321,1
56812,70,Female,New York,22,44.22,223,0
56814,65,Male,Chicago,9,35.94,354,1
56815,68,Female,Los Angeles,10,40.3,332,0
56829,68,Male,New York,8,39.28,439,1
56841,67,Male,Houston,9,60.66,88,1
56858,66,Male,Chicago,11,60.49,85,1
56872,65,Male,New York,23,72.57,112,0
56875,67,Male,Los Angeles,8,57.11,102,0
56882,65,Female,Miami,3,34.38,112,1
56889,67,Female,Houston,17,46.44,63,1
56895,69,Female,Chicago,16,97.88,438,1
56912,67,Female,Houston,22,36.97,336,0
56915,67,Female,Miami,23,32.06,133,0
56941,68,Female,New York,1,57.41,60,0
56959,70,Male,Miami,6,86.84,292,0
56975,68,Male,Chicago,13,95.53,79,1
56981,65,Male,Chicago,12,94.95,326,1
56983,66,Male,Miami,12,83.06,302,0
57008,68,Female,Chicago,20,30.41,284,1
57039,68,Male,New York,19,50.5,321,1
57046,67,Male,Chicago,14,36.14,156,1
57047,65,Male,New York,17,62.71,56,0
57049,69,Male,Chicago,10,94.48,408,1
57054,70,Female,Chicago,5,92.38,217,1
57057,65,Female,Los Angeles,15,86.82,366,1
57066,67,Male,New York,14,98.16,135,1
57073,66,Male,Chicago,10,61.65,108,0
57075,65,Female,New York,19,33.24,333,0
57077,65,Male,Miami,7,94.5,403,1
57105,67,Male,New York,6,40.53,431,0
57110,69,Male,Houston,12,48.05,174,1
57145,65,Male,Los Angeles,6,88.59,137,1
57152,65,Male,New York,19,75.77,277,0
57160,67,Female,Los Angeles,19,98.66,462,0
57162,69,Female,New York,1,60.96,342,0
57171,66,Male,New York,11,47.03,137,0
57183,65,Female,Miami,23,47.93,115,0
57186,65,Female,Chicago,6,37.34,176,0
57192,69,Female,New York,3,93.41,426,0
57197,68,Female,Houston,6,97.84,365,1
57198,65,Male,Chicago,14,38.65,102,1
57200,69,Male,Miami,8,96.27,84,1
57201,67,Male,Chicago,15,48.17,380,0
57202,65,Female,Miami,13,66.69,373,0
57203,66,Male,Chicago,14,49.81,410,0
57214,65,Female,Chicago,11,30.31,99,1
57248,67,Female,Houston,11,35.1,329,0
57255,66,Male,New York,20,62.86,181,1
57266,70,Male,Houston,18,90.24,257,1
57267,69,Female,New York,23,90.38,365,1
57270,68,Female,Houston,4,82.93,309,1
57272,66,Male,Houston,8,75.54,406,1
57273,69,Male,Houston,3,66.29,143,1
57280,67,Male,New York,7,81.31,108,0
57295,68,Female,Miami,23,61.11,488,0
57299,66,Female,Houston,18,76.26,121,0
57315,69,Female,Los Angeles,19,42.12,52,1
57317,70,Male,Los Angeles,10,70.68,398,1
57321,67,Male,New York,15,58.03,259,1
57323,68,Male,Chicago,3,60.71,236,1
57328,70,Male,New York,20,66.09,137,0
57333,70,Female,New York,8,80.36,209,0
57336,66,Female,Miami,15,83.16,422,1
57364,68,Female,Miami,6,77.29,472,0
57381,65,Male,Houston,9,47.49,481,1
57383,67,Female,Los Angeles,21,72.6,319,0
57390,67,Female,Miami,4,84.27,91,0
57396,65,Female,New York,24,90.41,189,1
57397,70,Male,Los Angeles,15,87.2,367,1
57403,70,Female,New York,11,83.1,401,0
57423,67,Male,Chicago,4,37.31,167,1
57426,68,Female,Chicago,24,44.36,105,0
57432,70,Female,Los Angeles,8,32.51,93,0
57433,66,Male,Chicago,21,51.03,267,1
57437,66,Female,Houston,12,98.82,227,0
57438,67,Male,Los Angeles,23,91.67,152,0
57445,67,Female,New York,10,55.44,162,1
57446,66,Male,Miami,21,71.97,323,1
57455,70,Male,Chicago,2,32.03,327,0
57457,66,Male,Chicago,11,41.55,206,1
57464,68,Female,Los Angeles,2,92.82,452,1
57497,65,Female,Houston,22,63.56,214,1
57502,68,Female,New York,16,89.73,193,1
57506,65,Female,Los Angeles,9,30.91,485,0
57543,70,Female,Miami,21,46.09,301,0
57570,68,Male,Los Angeles,11,77.3,183,0
57573,67,Female,Miami,7,73.21,438,0
57591,70,Female,Houston,16,87.86,482,1
57596,67,Male,New York,13,41.79,88,1
57598,67,Male,Houston,11,30.1,399,1
57612,67,Male,Miami,9,63.62,332,1
57613,66,Female,Los Angeles,20,88.75,86,0
57618,66,Male,Chicago,16,96.51,197,0
57619,68,Male,Los Angeles,12,83.97,76,0
57621,65,Male,New York,9,70.79,101,0
57627,70,Male,New York,12,86.69,499,1
57637,68,Male,Chicago,22,34.91,109,1
57643,69,Female,Los Angeles,6,46.59,252,0
57651,65,Female,Chicago,20,59.31,477,1
57670,65,Female,Chicago,11,62.47,313,1
57689,69,Female,Miami,21,66.78,137,1
57706,67,Male,Miami,15,49.16,229,0
57712,66,Female,New York,17,80.73,439,0
57719,66,Male,Miami,1,37.62,80,1
57720,66,Male,Chicago,23,86.79,315,0
57746,70,Female,Houston,11,64.3,419,0
57748,68,Female,Chicago,12,91.18,457,1
57754,67,Female,Houston,4,62.06,447,0
57760,68,Male,Houston,4,89.59,391,1
57762,66,Female,Miami,9,76.78,353,0
57764,65,Male,Los Angeles,21,50.21,353,0
57772,69,Male,Houston,24,85.98,489,1
57796,66,Male,New York,21,47.35,493,0
57799,65,Female,Houston,22,92.11,415,0
57801,68,Male,Miami,23,55.34,167,0
57802,65,Male,Los Angeles,8,64.12,341,1
57816,66,Female,Houston,22,84.53,117,0
57821,68,Female,Chicago,1,34.59,282,0
57823,69,Female,Houston,9,82.5,90,1
57834,69,Female,New York,16,88.07,435,0
57838,69,Female,New York,8,72.79,322,0
57839,70,Female,Miami,9,89.41,352,1
57859,67,Male,Los Angeles,15,56.44,156,0
57860,67,Female,Chicago,22,30.42,169,1
57862,66,Male,New York,17,30.09,248,0
57874,65,Female,Chicago,24,35.81,101,1
57876,67,Male,Miami,9,75.55,100,1
57877,67,Female,Chicago,13,39.25,246,0
57892,67,Male,Miami,5,37.89,231,1
57910,70,Female,Miami,9,34.25,412,0
57925,65,Male,New York,16,43.43,242,1
57931,68,Female,Miami,9,44.05,399,0
57936,68,Male,Houston,2,35.8,441,1
57968,68,Male,Houston,19,91.09,416,1
57972,67,Female,Houston,2,38.69,101,1
57974,68,Male,Los Angeles,18,62.96,71,1
57988,65,Male,Los Angeles,7,74.85,112,0
57990,69,Male,Chicago,20,70.24,191,1
58000,68,Female,New York,9,34.23,316,1
58003,68,Male,Los Angeles,7,40.12,249,0
58050,70,Female,Los Angeles,22,61.73,141,0
58056,65,Female,Miami,17,50.73,470,1
58065,67,Male,Miami,17,48.1,247,0
58068,66,Female,Houston,11,57.58,475,1
58087,68,Female,Miami,13,44.31,417,1
58088,69,Male,Miami,12,88.42,289,0
58089,70,Male,Los Angeles,8,83.78,408,1
58102,66,Male,Houston,11,51.59,469,1
58103,70,Male,Chicago,18,49.62,198,1
58104,70,Male,Los Angeles,16,44.87,489,0
58126,65,Male,Houston,12,72.71,483,1
58137,66,Female,Houston,6,51.3,128,1
58142,69,Female,Los Angeles,7,50.38,477,0
58155,68,Female,Chicago,23,46.73,355,1
58175,69,Female,Los Angeles,15,98.24,400,0
58178,68,Male,Miami,9,30.28,55,1
58185,68,Female,Houston,16,59.8,202,0
58189,67,Female,Chicago,1,90.73,218,0
58209,69,Male,Chicago,23,58.8,320,0
58222,68,Female,New York,18,59.23,338,0
58226,67,Female,Chicago,17,97.58,222,1
58229,67,Male,Chicago,8,63.05,68,0
58232,69,Female,Miami,16,57.97,248,0
58239,66,Female,Miami,8,38.46,222,0
58240,68,Female,Chicago,4,74.52,86,0
58241,70,Female,Houston,1,82.83,195,0
58245,68,Female,Chicago,17,37.77,272,1
58252,68,Female,Miami,23,56.0,229,1
58263,65,Female,Miami,2,90.78,390,0
58264,70,Female,Houston,18,61.27,108,0
58266,68,Female,Houston,8,37.95,240,0
58271,69,Male,Chicago,15,46.61,380,0
58279,67,Male,Chicago,17,35.52,288,0
58285,65,Female,Los Angeles,23,44.44,205,1
58286,65,Female,Miami,22,90.37,195,1
58287,67,Male,Los Angeles,24,82.01,270,1
58288,69,Male,Chicago,3,31.62,227,0
58309,68,Male,New York,15,31.12,291,1
58311,70,Male,Chicago,21,54.06,120,0
58313,65,Male,New York,18,51.08,157,1
58315,66,Male,Miami,12,90.07,286,0
58324,68,Male,Miami,12,83.38,431,1
58333,68,Male,New York,20,41.5,404,1
58335,68,Male,Miami,20,95.63,292,1
58340,69,Female,Houston,24,43.39,428,0
58347,67,Female,Chicago,22,38.34,257,1
58352,69,Male,Houston,20,83.97,407,1
58356,67,Male,Houston,9,87.71,193,0
58366,65,Male,Miami,1,79.11,299,0
58373,67,Female,Miami,19,38.43,417,0
58377,67,Male,Miami,19,52.93,499,1
58380,70,Male,Houston,7,94.06,299,0
58384,70,Male,Houston,19,86.87,124,0
58404,65,Male,New York,21,87.34,153,1
58413,69,Male,Houston,8,48.6,468,0
58420,68,Male,Chicago,10,31.9,277,0
58423,66,Male,Chicago,20,31.19,293,1
58452,68,Male,Houston,10,85.78,326,0
58454,70,Male,Miami,9,65.11,459,1
58458,65,Female,New York,18,60.83,323,0
58485,68,Male,Los Angeles,10,31.13,345,1
58489,66,Male,Houston,10,88.76,120,1
58506,65,Female,New York,19,51.31,459,0
58529,66,Female,Miami,24,39.76,490,1
58531,67,Male,Miami,12,75.94,414,0
58532,67,Female,Miami,2,42.75,387,0
58543,66,Female,Chicago,6,81.7,466,0
58549,65,Male,Chicago,8,33.46,189,0
58556,70,Male,Houston,24,34.22,467,1
58559,65,Male,Houston,6,96.87,266,0
58569,65,Female,New York,4,97.34,449,0
58579,70,Male,New York,8,56.46,235,0
58581,69,Male,Chicago,5,84.17,479,1
58585,68,Male,Miami,4,45.95,91,1
58595,67,Male,Chicago,12,63.5,476,1
58596,66,Male,Los Angeles,7,58.52,355,1
58607,66,Female,Chicago,19,34.51,231,1
58633,68,Female,Los Angeles,21,50.97,397,0
58634,66,Female,Chicago,3,59.51,364,0
58640,70,Male,Houston,14,86.33,296,0
58643,66,Female,Miami,15,49.52,104,0
58646,69,Male,New York,23,87.1,116,1
58647,65,Female,Los Angeles,23,41.6,320,0
58659,66,Female,Los Angeles,20,37.61,408,0
58687,65,Male,Chicago,19,80.79,361,1
58697,68,Male,Los Angeles,23,71.11,355,0
58712,68,Male,Los Angeles,15,70.75,259,0
58724,66,Female,Miami,7,40.67,133,1
58743,69,Female,New York,2,92.13,370,0
58746,66,Female,Miami,13,54.04,113,0
58758,67,Female,Los Angeles,23,71.09,243,1
58761,65,Female,Chicago,11,35.51,385,1
58784,70,Male,Chicago,7,51.1,120,1
58807,70,Male,Chicago,20,94.6,136,1
58821,68,Male,Miami,3,60.35,67,0
58841,65,Female,New York,18,40.28,253,0
58849,67,Male,Houston,11,61.34,159,0
58853,69,Male,Chicago,16,83.08,285,0
58857,69,Female,Miami,20,41.46,59,1
58880,69,Female,Miami,21,78.94,467,1
58896,68,Male,New York,13,81.79,101,1
58906,66,Female,Miami,8,51.21,262,1
58907,66,Male,Chicago,7,34.3,249,1
58927,67,Male,Miami,16,57.42,402,0
58935,65,Female,Houston,20,36.56,487,0
58938,66,Female,New York,18,43.73,132,0
58940,70,Female,Chicago,13,30.53,329,0
58948,70,Female,Los Angeles,16,62.4,286,1
58962,67,Male,Miami,13,60.67,280,1
58968,68,Female,Miami,23,98.1,292,1
58969,68,Female,Houston,16,94.23,422,1
58972,70,Female,New York,21,68.16,460,1
58978,69,Male,Chicago,3,65.03,169,1
58979,68,Male,Houston,3,33.23,386,0
59007,70,Male,New York,9,78.34,366,0
59014,66,Female,Houston,13,57.61,391,0
59015,67,Female,Houston,15,91.46,228,0
59022,66,Female,New York,10,79.55,429,1
59051,66,Male,Miami,3,56.9,100,0
59053,67,Female,Houston,23,93.42,148,1
59059,68,Male,Chicago,18,69.98,343,0
59060,68,Male,Chicago,17,91.43,125,1
59063,69,Female,Miami,23,64.08,417,0
59089,69,Female,Miami,4,35.9,96,1
59100,68,Male,Los Angeles,1,48.47,218,1
59114,65,Female,New York,9,55.95,343,1
59115,66,Male,Miami,10,57.06,208,1
59118,65,Female,Los Angeles,13,71.62,374,0
59120,65,Female,Houston,19,55.75,270,1
59122,66,Male,Miami,5,57.33,216,0
59123,70,Female,New York,12,46.77,459,0
59127,70,Male,Miami,3,65.13,403,0
59154,68,Male,Miami,11,98.41,432,1
59156,69,Female,Los Angeles,24,81.59,377,0
59158,69,Female,Los Angeles,9,80.84,390,1
59165,70,Male,Houston,3,36.22,323,1
59166,69,Female,Houston,8,89.64,471,0
59180,65,Female,Chicago,10,92.0,461,0
59198,69,Male,Chicago,5,78.18,173,0
59217,66,Female,Houston,7,69.65,182,1
59227,69,Female,Miami,12,34.1,130,0
59230,67,Male,Houston,24,52.85,207,1
59258,65,Male,Chicago,5,61.54,362,1
59281,67,Female,Houston,5,92.61,242,1
59286,67,Male,Chicago,16,99.21,50,0
59290,67,Female,New York,5,85.75,318,0
59294,70,Female,Los Angeles,6,93.94,261,0
59295,67,Female,Miami,9,83.23,313,1
59318,66,Male,Los Angeles,9,89.41,334,1
59341,65,Female,Los Angeles,10,34.64,456,1
59349,70,Male,Los Angeles,20,66.83,355,0
59363,68,Male,New York,18,98.44,420,1
59370,66,Male,New York,13,80.6,484,1
59374,67,Female,New York,10,84.79,417,1
59396,68,Female,Miami,21,90.71,475,1
59397,65,Female,New York,15,74.09,270,0
59400,68,Male,Chicago,6,86.63,165,1
59402,65,Male,Houston,24,43.47,499,1
59404,70,Male,Los Angeles,7,38.37,204,1
59407,67,Female,Chicago,3,40.49,207,0
59425,65,Male,Miami,1,99.89,181,1
59441,65,Male,New York,7,30.93,223,1
59443,69,Male,New York,4,61.36,57,1
59447,69,Female,Los Angeles,8,99.03,97,0
59455,65,Male,Los Angeles,1,35.8,68,1
59459,67,Female,Chicago,5,80.77,297,1
59460,66,Male,New York,2,99.59,127,0
59470,70,Male,Los Angeles,7,62.54,378,0
59471,66,Male,New York,23,63.31,125,1
59474,66,Male,Miami,9,85.39,346,0
59496,68,Female,New York,6,61.82,200,0
59500,67,Female,New York,17,61.79,310,1
59501,69,Female,New York,23,83.32,454,0
59504,67,Male,Chicago,7,40.33,232,1
59513,67,Male,Chicago,17,48.12,205,0
59520,69,Male,New York,8,52.43,85,0
59551,66,Male,Los Angeles,8,85.69,220,1
59577,66,Female,New York,22,78.51,61,1
59578,67,Female,Chicago,8,92.39,499,1
59582,65,Male,Los Angeles,22,67.8,308,1
59589,70,Male,Houston,8,83.38,116,1
59610,70,Male,Miami,12,79.14,424,0
59617,69,Female,Houston,8,63.86,356,1
59624,66,Female,Chicago,5,84.31,121,1
59634,67,Female,Miami,8,90.15,82,0
59638,68,Female,Houston,18,51.05,212,1
59642,65,Female,Chicago,2,39.97,158,1
59661,70,Male,Houston,15,78.92,337,1
59667,65,Male,Miami,14,36.24,289,0
59679,67,Female,Houston,8,48.04,125,0
59706,70,Male,Chicago,11,88.46,207,0
59707,70,Female,Miami,6,58.2,177,0
59712,66,Male,Miami,7,94.14,59,0
59719,70,Female,Houston,4,37.23,207,1
59728,69,Male,New York,5,60.23,374,1
59738,65,Female,New York,17,62.39,467,0
59744,69,Female,Houston,17,87.6,68,1
59749,69,Female,Houston,2,83.35,415,0
59753,66,Male,Miami,2,70.16,212,0
59762,66,Female,Miami,14,66.24,279,0
59769,69,Male,Chicago,15,79.87,184,1
59770,66,Male,Los Angeles,14,33.41,278,1
59774,70,Male,Miami,9,47.53,196,1
59780,67,Female,Miami,2,50.91,277,0
59794,69,Male,Chicago,11,96.82,500,1
59795,67,Male,New York,18,39.0,271,0
59805,67,Male,New York,8,95.76,332,1
59808,65,Female,Houston,2,69.9,455,0
59815,67,Male,Chicago,15,64.62,322,0
59838,66,Female,Miami,9,86.17,445,0
59839,65,Female,New York,10,71.81,219,0
